"id","source","target","cost","reverse_cost","the_geom"
17,30,31,"857.4527521467501","857.4527521467501","0102000020E61000001F000000B0D1CD59FAF73C40E264D12AE98644407A0904F005F83C405008D3E6EE864440826B932F0DF83C40257DB5FEF18644404A55247035F83C40411DA04500874440BB2308FC86F83C40D4D688601C8744408B749A6093F83C4042942F6821874440C6EBB078A0F83C404BCEE4F626874440F4DCE79DAFF83C40C45BE7DF2E8744407BD168BCBEF83C4084054191388744400C5FBAA4C5F83C40870CF5053E874440CD14843CCCF83C4084F41439448744404D237722D2F83C405D6276604A87444064737A83D4F83C409D45949B4D874440155A31B7D6F83C40FA415DA450874440F0D302C5D9F83C40692D16D0558744401E94E645DCF83C40DD79E2395B8744409AF1118CDEF83C401B1D46F762874440759F2D31E0F83C404B96EE096D87444039252026E1F83C401494A2957B8744400F72288DE2F83C4061904F2388874440FD1AA43BE3F83C40B1EC93ED8D874440B5F2DC8CE4F83C4097981D98928744409649C3DFE5F83C403CF9F4D8968744404D5D43BAE9F83C40EB854C439E874440EC489AE4ECF83C40C46977FEA3874440967A1684F2F83C40B5FF01D6AA874440525F3BBDF7F83C403BD164B5AF87444055940156FDF83C40DF1797AAB48744406828493206F93C405FB0C0FCBA8744403C7D4E8B0BF93C40877F2260BE874440CD66C4BB12F93C4073A66494C2874440"
18,32,33,"521.7292102783086","521.7292102783086","0102000020E6100000170000000557D4BBD3F83C4092E057F66E874440880D164ED2F83C4019E3C3EC65874440954B3ED1D0F83C4070F9FEBC5F874440073B6AF1CEF83C40197E26B15A8744408B3963F3CCF83C403F243262558744402E85515AC9F83C40C50089265087444059B44AFAC5F83C409E93837E4B8744404F5AB8ACC2F83C407C3FDAA447874440E0826C59BEF83C405500E7204387444036AD1402B9F83C40222DDF443E874440B0F5566EB3F83C400C87EF0E3A87444064A3BD0BA5F83C4058CDCEFD3087444093EA96789BF83C407EFD101B2C874440DDF6F35C95F83C4015F76926298744404C7D0F4D8FF83C40A519E65F268744401483763D87F83C40A1C442082387444095826E2F69F83C40F4B9241818874440577FDF1A33F83C40D9870673058744407EFD101B2CF83C40B72D252603874440713D659016F83C40AF9D83C2FB864440B36B312E0BF83C4099F7938CF7864440C2E9132F05F83C4029A44632F58644402AC76471FFF73C406C297BA6F2864440"
19,34,35,"254.73236660619776","254.73236660619776","0102000020E61000000D00000064A3BD0BA5F83C4058CDCEFD308744401FD214A694F83C40A8F287B02B8744402692431F87F83C40574E8C7626874440AD2F12DA72F83C40C64A71FA1F874440A370E25064F83C40EC8E20F01B874440FD42D9A557F83C4005813A8A188744407A3E5EA340F83C40C7EB0B3213874440264BF78436F83C401561794611874440EF703B342CF83C40CE16105A0F874440EAF2412A20F83C40231BA3D00D874440AE8F98EA13F83C400B6943B40C874440F652C25D07F83C4065B4441D0C874440F5B9DA8AFDF73C40D6F95C120C874440"
20,36,37,"289.67442012018466","289.67442012018466","0102000020E610000009000000405C284F0FF83C40B0D5D46828884440E59D9ED21CF83C405E1A75633088444066D2F07739F83C406E3480B7408844407361495E42F83C400C48B19245884440B4D25A8759F83C4071169BFB508844406C239EEC66F83C40B0912408578844404159428875F83C4083FA96395D884440D4601A868FF83C408AC67F2667884440F296AB1F9BF83C40178964236B884440"
21,38,39,"199.6772456833928","199.6772456833928","0102000020E61000000D000000B8D2C66C24F83C40BE05C88624884440632420CB27F83C4039D384ED27884440A21BABDE2BF83C40C625D8C92A8844403BA6EECA2EF83C40BA15C26A2C8844403D5FB35C36F83C404D9B16612F884440223317B83CF83C401CC98A86318844402EB6FFB748F83C40FDD181F634884440376046674FF83C4008043A9336884440284701A260F83C4012BAF0283A884440D06C0D5B69F83C40C34483143C8844405DA5BBEB6CF83C40826962CB3C884440EDDEE57D77F83C40928664123F8844404A3261EA9DF83C40DCBDDC2747884440"
23,42,43,"227.40753310668146","227.40753310668146","0102000020E6100000070000007468476062FA3C40F3B9C95EA58844409F1738EA32FA3C40AB21718FA5884440EF4163810AFA3C40D5A01E91A588444076662728EAF93C40ABC54C47A5884440C4115AC5D1F93C40705177AFA48844400353173AC0F93C4029779FE3A38844400542A154B1F93C40C4831C4AA3884440"
24,44,42,"69.28364942197823","69.28364942197823","0102000020E6100000020000006B77595D98FA3C40E1968FA4A48844407468476062FA3C40F3B9C95EA5884440"
25,45,46,"66.53191257918766","66.53191257918766","0102000020E610000004000000350C1F1153FA3C40812381069B884440F4C9E59A5DFA3C40108244C99A8844400432E0D16BFA3C40CF64A4839A8844409DAE38E686FA3C405EC367469A884440"
105,177,176,"123.74365575304081","123.74365575304081","0102000020E610000006000000474D052681013D40FCD9345B1E864440FAF202ECA3013D40B38817FA168644409E7939ECBE013D40CD5257E31186444029722DFFC6013D405D41898510864440C6D5123CCF013D40463305210F8644406EE7B11CD7013D40B1D58ADB0D864440"
106,178,179,"62.26540526203865","62.26540526203865","0102000020E610000004000000B36D07D968013D40345310F230864440D883A4AA64013D40C0F2D6AF2A8644408869DFDC5F013D40068AB37D23864440E2E82ADD5D013D40FCBF8F0F1F864440"
107,180,181,"112.08515373942188","112.08515373942188","0102000020E610000006000000EB40310D1E013D4036B79D1100864440137530AC2C013D40A15923CCFE8544409057D6EC37013D4043E158BCFD8544408C14257C4A013D40AE83DE76FC854440B350210D5D013D401A3AD109FC854440EEBC434074013D40F1A6B62FFB854440"
26,47,48,"246.26053465446012","246.26053465446012","0102000020E61000001F000000A6B8AAECBBFA3C40CADBB69498884440F7764B72C0FA3C408962F20698884440D160AEA0C4FA3C40C40A1236978844403BAF0C05C7FA3C4066EE6B6E9688444052FF0F66C9FA3C4084C5973F9588444062A64819CCFA3C40C6BA5DD4938844403DC4F5DECEFA3C40C7365FDB9188444030E2F1A3D0FA3C401C55979D8F8844400C7CA070D1FA3C40643BDF4F8D884440545CB0AFD0FA3C40122F4FE78A884440780AB952CFFA3C40BA4BE2AC8888444015F5937BCBFA3C40A471A8DF85884440C94F4FC4C7FA3C40511D610784884440A8B926EEC2FA3C409ABBF149828844401C599EACBDFA3C404D52F41B81884440CB9AFD26B9FA3C40E8305F5E80884440333097F9B3FA3C400CF3D4D97F8844403C61D394AEFA3C40A15687927F88444075EED176A7FA3C40A78988AC7F8844409DFC71569FFA3C40D621927C80884440D03CCAD298FA3C40238B8FAA818844409736C1DC93FA3C40CF86FC3383884440DA09E5338FFA3C40515FE00385884440835AC2908BFA3C40C75BF80B878844405586713788FA3C40FBAA01EF8988444086167E1585FA3C406391CB248F8844400A85083884FA3C40A3A2FB8392884440BD2F78E283FA3C4019B3806495884440BD772F5283FA3C4023F9A5D9978844404D80064081FA3C40C9EF236D998844401E786B4F7FFA3C40D421DC099B884440"
27,49,50,"67.55768011570524","67.55768011570524","0102000020E6100000020000005DF8664062FA3C40855E7F129F884440A1342FE296FA3C409787F13F9E884440"
3881,4477,4477,"6.762851496755925","6.762851496755925","0102000020E610000002000000F0405365CE013D401538D906EE8744400D82D8E3CF013D408D2CF41CEC874440"
28,50,51,"537.3200493030951","537.3200493030951","0102000020E610000007000000A1342FE296FA3C409787F13F9E88444083F92B64AEFA3C40DFC325C79D884440D135DDFCD0FA3C4098E94DFB9C884440B950F9D7F2FA3C4033F6CA619C88444057A87F5A56FB3C4093324EE89A88444017EA5509BBFB3C40F3CAF5B69988444060CD018239FC3C400CE5E90198884440"
29,52,53,"275.8092026634486","275.8092026634486","0102000020E61000000A000000AECED66608FC3C40F0E65F819E8844402AAA7EA5F3FB3C40377980DD9F884440196A5E1FE7FB3C403D64CA87A0884440570740DCD5FB3C403C4A253CA188444061F3BBFAC2FB3C40E3FE23D3A1884440716B1CFBA3FB3C4024D40CA9A2884440354C231C69FB3C4059576023A4884440B6DB89ED49FB3C401D812ED0A4884440873A072A3EFB3C4082188D21A5884440992CEE3F32FB3C409AB67F65A5884440"
30,54,55,"220.81340887417173","220.81340887417173","0102000020E61000000E00000023D7F26F3CFA3C4052F17F47548844402EB6FFB748FA3C406E2CCD52578844409D8D4B0B4DFA3C4097A542E158884440D113E0055BFA3C404738D2BE5E8844408B5C267964FA3C405CDEC1F4628844405D5D047C6DFA3C40AEB607C666884440A005572F75FA3C408802C7AF698844406CA521F47DFA3C40CEBCC1BC6C884440EFFC474B8AFA3C400296010C70884440AD3E0DCE96FA3C403084F7B07288444075DA649EA6FA3C40AC23A2F3758844405389FC44AFFA3C4028F796CD7788444071BF8DDEBAFA3C4068226C787A8844409D3FB7E1C1FA3C40912518737C884440"
31,56,57,"47.17618252750843","47.17618252750843","0102000020E61000000800000037FFAF3A72FA3C40BD5296218E8844405F72ED5575FA3C40D0251C7A8B884440D68EE21C75FA3C40723DC049898844408F3E41BD74FA3C405630856286884440A005572F75FA3C40996D026784884440E164767176FA3C4028B8585183884440B6C5EBB078FA3C404CC2853C8288444086C54DB27AFA3C40F953991881884440"
32,31,54,"624.2500920601552","624.2500920601552","0102000020E61000000A000000CD66C4BB12F93C4073A66494C28744402BB4BD2720F93C40994FB1C5C9874440EA29CD412BF93C40A25B5430CF8744400EE7D0D84DF93C40117E9873DF874440B37680CC73F93C403716B94CF287444045A1C096B2F93C40DAECA3AE10884440069156C6D0F93C4091DB8A581F88444010BBA58B03FA3C40AE28CA4A3888444094DFFD4C18FA3C405B7B9FAA4288444023D7F26F3CFA3C4052F17F4754884440"
33,58,59,"861.6265988085903","861.6265988085903","0102000020E61000001100000096534CEF2C013D400F7393629188444058117F5E02013D402E9276A38F88444098631E9ECA003D40ACA525FB8C8844400F6A1A6F86003D406C4C3E2C8A88444023371EC76A003D409CBC6D4B89884440AD79443B5D003D4031F20DE08888444073DA53724E003D409CD61297888844406E2AF7A7F9FF3C407315E69887884440C22DC48FD6FF3C40143BBFCD87884440D291B7B7B6FF3C40D2A755F487884440ED88F9A875FF3C40FB3A70CE88884440F51C476238FF3C40B4D02923898844409CAEDD2C14FF3C4031067BB889884440A3AD4A22FBFE3C40848E0C288A8844402635B401D8FE3C40FABE6EC78A8844409E8A6544B3FE3C40F49FDA858B884440284B08B18EFE3C40A0E3FE7E8C884440"
34,52,44,"472.4828793538898","472.4828793538898","0102000020E610000007000000AECED66608FC3C40F0E65F819E884440E91093CBDAFB3C40D257EB1F9F8844404C7ED5DBB0FB3C40B4F688E29F884440FC8F4C874EFB3C405AA54F06A288444030F1EC97F4FA3C40B84B2C3AA38844401426E71FD8FA3C409489B6BEA38844406B77595D98FA3C40E1968FA4A4884440"
35,51,60,"106.13778511626485","106.13778511626485","0102000020E61000000200000060CD018239FC3C400CE5E90198884440D00B772E8CFC3C404EDAAF9696884440"
36,19,61,"1396.5368022941232","1396.5368022941232","0102000020E61000002C0000002ABD80A845023D4099BE32CA8E8844400B2CDBE275023D4046DA7C128E8844405B046B4194023D401199A8948D884440D3C2C0CEA8023D403B600D068D8844406E4B89C9C0023D4041F56ADB8B8844402AF16F86D1023D4006C94CB38A8844405DB34B0AE2023D405BCDDF2989884440993F4BFCF6023D4056E8CDF2868844402CED79A3FB023D4020A7F97486884440056F48A302033D408CD3B59B8588444067C0B40309033D40F8FF71C284884440199C775215033D40C3F2E7DB82884440126CB7B821033D40A0F42AD780884440662BD43F2D033D40B37FF9BF7E88444081913C7C3E033D40C73E12407B88444007D4F60A66033D40BA6D3A5D718844406279A1CA7A033D40C300D3B36A884440791AD58E87033D40A2F4E04966884440915FE40A94033D40F275BE4461884440E81780A1A2033D401F27F15E5A884440F5728EF0AC033D405DE1B8E75488444032E2A716B6033D40E9C2FEA14F884440F87C83E5BE033D407B1FFDE549884440C5CC9948C4033D401E0FC70446884440AA44D95BCA033D408B338639418844401F69CB14CE033D4022D1BAFC3D8844403599F1B6D2033D40AD6A494739884440BB08F8DAD8033D409EA16E56338844400C23BDA8DD033D40125B8B602D884440FDD8243FE2033D40338C16FB2688444069F4B40DED033D403EDAEED412884440B68311FB04043D40740987DEE28744409A7F4F070D043D40C96C3590D3874440810C78F41A043D402E0C4746BD8744406C41EF8D21043D403E4EE2BDB487444066E954432C043D409E674705A987444047718E3A3A043D400FBE8B529D87444058C51B9947043D4020BEA7CD93874440DDB820B64F043D40F365587B8E874440A96C585359043D40B47405DB88874440C119FCFD62043D400AFBD1CB83874440A15687927F043D407566CC6E77874440DF02644392043D400EFC034070874440536C1679A3043D40DB148F8B6A874440"
37,62,63,"73.7526558339159","73.7526558339159","0102000020E610000004000000F4531C075E033D4075DFD68283884440AD37C53E5C033D4041ECF1E780884440A339573959033D40439C3D867D884440159C0B6D4A033D40C19206126F884440"
38,64,65,"48.53663226244879","48.53663226244879","0102000020E61000000400000013DACDE737033D40D0042F9F51884440399DBF643E033D405512D907598844401473B5BA41033D40D7B672405C884440A1AB634B45033D40761893FE5E884440"
39,66,67,"832.7747820283518","832.7747820283518","0102000020E61000000F000000DA869B9D56073D404F67DDF58886444099AA6A381B073D408DDAB39DA58644404EA37F38FE063D405D9BD722B3864440DB59AAC1EA063D404063CB97BC864440D5E6A49CD4063D40F402475DC68644400406A458C9063D40A453573ECB864440B3CEF8BEB8063D40186CD910D28644400673AA6BA3063D408593D9C5D98644405290E91A77063D405334208CE98644401F9DBAF259063D406C578DCAF2864440F12900C633063D406C04E275FD8644409042A38515063D4050560C57078744407F0173E3CC053D40C84274081C874440B7CF2A33A5053D406F76B52627874440B2CFAD2182053D401D1142F630874440"
40,68,69,"482.5939850863127","482.5939850863127","0102000020E610000011000000D0807A336A023D40A3D75537CD864440905E1E7C72023D4022FAB5F5D3864440A95379967B023D4073147BC3D88644403304B63984023D400C0F50D0DC86444047CC47AD8B023D40DB5031CEDF864440615111A793023D4033ECE698E28644408DD13AAA9A023D40A31122CFE4864440C5138B29A2023D40196A5E1FE786444000D358B1AE023D40E7AB3F1DEA864440E112DB38BD023D4033993B44ED864440D3612AA2CB023D4049FDAB7DF086444075B39A09E1023D409A739593F5864440026ECCA1FB023D40439FD9BFFC8644401FFD8A9015033D4051D845D1038744400BA30F4C24033D40B5ED6AA8078744404293C49272033D4040C1C58A1A8744409D9D0C8E92033D40A7B5C42522874440"
41,69,70,"262.11867443716403","262.11867443716403","0102000020E6100000020000009D9D0C8E92033D40A7B5C42522874440751195FC3E043D40867FC7A64B874440"
42,70,71,"403.59776089058016","403.59776089058016","0102000020E610000010000000751195FC3E043D40867FC7A64B8744400C2659E25C043D401DCA5015538744404159428875043D4091442FA3588744408A0684317D043D4043739D465A8744408B9F6B0487043D40303086CD5B8744406876DD5B91043D401E3526C45C8744409EACBDF49B043D406BE6DA615D874440BCE24E8EA7043D40F43FAF2E5D874440AC3022F6AE043D40E27899BC5C874440909CF122B8043D40B4FA34385B874440D2808B5FC2043D40CC8AF21659874440164F3DD2E0043D40DC9843F75187444084EDCCA909053D4070BF32254887444042695EC42D053D405CE333D93F8744407B1CBC653D053D40CAED4DC23B87444012842BA050053D4031DF0BDD36874440"
43,69,72,"575.2776970139804","575.2776970139804","0102000020E61000001B000000BDAEBA698E033D406A357FA724874440FADF00E951033D4018B0E42A168744404D929D6D24033D40770BC96E0B8744400A4966F50E033D402D1098E2058744404354E1CFF0023D40A2BB7F87FD8644401B344F09E3023D401B5AAEC8F98644409718703BD9023D4016EB6525F7864440564046E5CB023D40EE4916E6F386444044280010C1023D400179C086F186444043D7CFACB6023D4002F5C18DEF864440A75F7D97AD023D401B0FB6D8ED8644403B585AA1A3023D40D5207134EC8644403C832B4597023D40473EAF78EA864440E652019C83023D406BD84A43E8864440C73BD1BF6E023D40555A35BEE586444010D7208260023D40CDAA741CE4864440669C2BEF4F023D40BC314E8DE1864440ABEB504D49023D40C3C6AB62E0864440A2F9522E43023D40C92DF713DF8644409907550F3D023D408311A04BDD86444055E3005537023D40C6F2F807DB8644404B2D4ABF33023D40085E8830D9864440F32103D42F023D40AAEBF593D68644401F0945042D023D40525040C9D38644406DDAD6602B023D404E9F7829D0864440E452F06F2B023D409DD26641CD8644406D228ED02A023D40769373BDC8864440"
44,73,69,"260.349039863097","260.349039863097","0102000020E610000004000000773DE2A139043D40855FEAE74D874440038871EDFA033D40B071FDBB3E874440EC55BF2DB3033D40125B8B602D874440BDAEBA698E033D406A357FA724874440"
45,74,75,"173.74916075148042","173.74916075148042","0102000020E6100000040000009D52149E86023D404FF68546668644408081204086023D40B2F105D26A8644405E13D21A83023D4080E6BD7B9186444094E4147882023D4011E4A08499864440"
46,76,77,"128.04568935765636","128.04568935765636","0102000020E61000000A000000E9E9C83615023D40467D923B6C8544402A49E87816023D406AB5D14A6B8544407151D26817023D4071C0F8B36985444065B7859D18023D4016A58460558544408E7EEA0E18023D408E23D6E253854440B9E92A3817023D40B832F2C3528544404E0B5EF415023D40BE51860552854440F7A3F2C011023D4036B6323C5185444060A120C209023D403C79A2355085444027929ED8F9013D408A4A34924E854440"
47,78,79,"619.8509051677478","619.8509051677478","0102000020E6100000110000004E97C5C4E6033D401A83F34EAA854440C2F7FE06ED033D40010DDBBBAB854440B97E0BFCF2033D401F204E16AD854440A4912AE510043D40D4F94BE6B3854440581D39D219043D404AF663EEB5854440AA2116D632043D40B9CDAF41BA8544405685611B4C043D4063337678BE854440F7F5324058043D40F7A45D96C0854440C50F841A74043D40EE450FD7C5854440ECF2525678043D40DC1C9DA9C6854440C2120F289B043D403E26529ACD854440C804A161D6043D40AFFE19EFD885444050EE2D9BEF043D4059A65F22DE8544403A460D011B053D403DA29D2EE68544404BC0F91E3F053D4039701816ED85444001A02F6244053D406E693524EE854440490F43AB93053D404299A14CFE854440"
48,80,81,"354.3543626143408","354.3543626143408","0102000020E6100000090000006726BD14C3023D40B08D1DF928864440284F0FC0BC023D40CF4D9B711A864440AA4C8CC0B3023D4096163FD70886444001AB7E00AD023D40B06AB52C048644402C4A09C1AA023D40E59CD843FB85444084C8D8BFA1023D40FD512F53EE854440AFF7D15F9E023D404CD8C8BFE085444005C655C098023D40072A3E99DA8544403FA9F6E978023D400055DCB8C5854440"
49,82,83,"96.03900985846951","96.03900985846951","0102000020E610000004000000BBEEAD484C023D403255302AA9854440F4DC425722023D40F8A75489B28544403B2F5FA80D023D40B4A61E0EB78544408343B97E0B023D40CC441152B7854440"
50,84,85,"60.295599551940185","60.295599551940185","0102000020E610000004000000D1FF1774E7003D4054BB703150854440E091674DE2003D40592AB9D4528544401C40BFEFDF003D40D51753FA53854440D5117640C8003D40895BAA775D854440"
51,85,86,"39.55225344369578","39.55225344369578","0102000020E610000002000000D5117640C8003D40895BAA775D85444023DA8EA9BB003D40A14ACD1E68854440"
52,87,88,"376.54552804144805","376.54552804144805","0102000020E6100000080000006D52769F88FE3C4058AE1287C78544408DABDBEA83FE3C4005B93077D28544401633C2DB83FE3C40F241CF66D5854440A1736D5E8BFE3C404343B577FC854440513A47D38FFE3C4059C40B7D0B864440F35A649698FE3C402C4DA5FA2986444059F8FA5A97FE3C4009803B9A34864440313D06D094FE3C40856DD5BF35864440"
